source_workbook,source_sheet,source_row,source_cell,reference_name,name_as_listed,marketing_header,technical_header,thickness_mm,option_as_listed,notes_as_listed,interpretation
Assortment confirmation list with names 260618_1.xlsx,12mm,5,F5,Statuario,Statuario Block 16,Polished,Polished,12,x,Bookmatch 2 faces,"assortment option; not SKU, stock, lifecycle or Merch priority"
Assortment confirmation list with names 260618_1.xlsx,12mm,5,H5,Statuario,Statuario Block 16,Honed,Honed,12,x,Bookmatch 2 faces,"assortment option; not SKU, stock, lifecycle or Merch priority"
Assortment confirmation list with names 260618_1.xlsx,12mm,6,F6,Statuario,Statuario Block 17,Polished,Polished,12,x,Bookmatch 2 faces,"assortment option; not SKU, stock, lifecycle or Merch priority"
Assortment confirmation list with names 260618_1.xlsx,12mm,6,H6,Statuario,Statuario Block 17,Honed,Honed,12,x,Bookmatch 2 faces,"assortment option; not SKU, stock, lifecycle or Merch priority"
Assortment confirmation list with names 260618_1.xlsx,12mm,6,J6,Statuario,Statuario Block 17,Satin,Satin,12,x,Bookmatch 2 faces,"assortment option; not SKU, stock, lifecycle or Merch priority"
Assortment confirmation list with names 260618_1.xlsx,12mm,7,F7,Bianco Gioia,Bianco Gioia Block 19,Polished,Polished,12,x,Bookmatch 2 faces,"assortment option; not SKU, stock, lifecycle or Merch priority"
Assortment confirmation list with names 260618_1.xlsx,12mm,7,H7,Bianco Gioia,Bianco Gioia Block 19,Honed,Honed,12,x,Bookmatch 2 faces,"assortment option; not SKU, stock, lifecycle or Merch priority"
Assortment confirmation list with names 260618_1.xlsx,12mm,8,F8,Montania Grey,Montagna Grey Block 11,Polished,Polished,12,x,Bookmatch 2 faces,"assortment option; not SKU, stock, lifecycle or Merch priority"
Assortment confirmation list with names 260618_1.xlsx,12mm,8,H8,Montania Grey,Montagna Grey Block 11,Honed,Honed,12,x,Bookmatch 2 faces,"assortment option; not SKU, stock, lifecycle or Merch priority"
Assortment confirmation list with names 260618_1.xlsx,12mm,8,J8,Montania Grey,Montagna Grey Block 11,Satin,Satin,12,x,Bookmatch 2 faces,"assortment option; not SKU, stock, lifecycle or Merch priority"
Assortment confirmation list with names 260618_1.xlsx,12mm,9,F9,Calacatta Corchia,Calacatta Corchia Block 43,Polished,Polished,12,x,Bookmatch 2 faces,"assortment option; not SKU, stock, lifecycle or Merch priority"
Assortment confirmation list with names 260618_1.xlsx,12mm,9,H9,Calacatta Corchia,Calacatta Corchia Block 43,Honed,Honed,12,x,Bookmatch 2 faces,"assortment option; not SKU, stock, lifecycle or Merch priority"
Assortment confirmation list with names 260618_1.xlsx,12mm,9,J9,Calacatta Corchia,Calacatta Corchia Block 43,Satin,Satin,12,x,Bookmatch 2 faces,"assortment option; not SKU, stock, lifecycle or Merch priority"
Assortment confirmation list with names 260618_1.xlsx,12mm,10,F10,Calacatta Carrera,Calacatta Carrara Block 23,Polished,Polished,12,x,Bookmatch 2 faces,"assortment option; not SKU, stock, lifecycle or Merch priority"
Assortment confirmation list with names 260618_1.xlsx,12mm,10,H10,Calacatta Carrera,Calacatta Carrara Block 23,Honed,Honed,12,x,Bookmatch 2 faces,"assortment option; not SKU, stock, lifecycle or Merch priority"
Assortment confirmation list with names 260618_1.xlsx,12mm,10,J10,Calacatta Carrera,Calacatta Carrara Block 23,Satin,Satin,12,x,Bookmatch 2 faces,"assortment option; not SKU, stock, lifecycle or Merch priority"
Assortment confirmation list with names 260618_1.xlsx,12mm,11,F11,Ariel Bianco,Ariel Bianco Block 33,Polished,Polished,12,x,Bookmatch 2 faces,"assortment option; not SKU, stock, lifecycle or Merch priority"
Assortment confirmation list with names 260618_1.xlsx,12mm,11,H11,Ariel Bianco,Ariel Bianco Block 33,Honed,Honed,12,x,Bookmatch 2 faces,"assortment option; not SKU, stock, lifecycle or Merch priority"
Assortment confirmation list with names 260618_1.xlsx,12mm,11,J11,Ariel Bianco,Ariel Bianco Block 33,Satin,Satin,12,x,Bookmatch 2 faces,"assortment option; not SKU, stock, lifecycle or Merch priority"
Assortment confirmation list with names 260618_1.xlsx,12mm,12,F12,Panda,Panda Block 22,Polished,Polished,12,x,Bookmatch 2 faces,"assortment option; not SKU, stock, lifecycle or Merch priority"
Assortment confirmation list with names 260618_1.xlsx,12mm,12,H12,Panda,Panda Block 22,Honed,Honed,12,x,Bookmatch 2 faces,"assortment option; not SKU, stock, lifecycle or Merch priority"
Assortment confirmation list with names 260618_1.xlsx,12mm,13,F13,Calacatta Paonazzo,Calacatta Oro Block 12,Polished,Polished,12,x,Bookmatch 2 faces,"assortment option; not SKU, stock, lifecycle or Merch priority"
Assortment confirmation list with names 260618_1.xlsx,12mm,13,H13,Calacatta Paonazzo,Calacatta Oro Block 12,Honed,Honed,12,x,Bookmatch 2 faces,"assortment option; not SKU, stock, lifecycle or Merch priority"
Assortment confirmation list with names 260618_1.xlsx,12mm,13,J13,Calacatta Paonazzo,Calacatta Oro Block 12,Satin,Satin,12,x,Bookmatch 2 faces,"assortment option; not SKU, stock, lifecycle or Merch priority"
Assortment confirmation list with names 260618_1.xlsx,12mm,14,F14,Calacatta Cremo,Calacatta Cremo Block 31,Polished,Polished,12,x,Bookmatch 2 faces,"assortment option; not SKU, stock, lifecycle or Merch priority"
Assortment confirmation list with names 260618_1.xlsx,12mm,14,H14,Calacatta Cremo,Calacatta Cremo Block 31,Honed,Honed,12,x,Bookmatch 2 faces,"assortment option; not SKU, stock, lifecycle or Merch priority"
Assortment confirmation list with names 260618_1.xlsx,12mm,14,J14,Calacatta Cremo,Calacatta Cremo Block 31,Satin,Satin,12,x,Bookmatch 2 faces,"assortment option; not SKU, stock, lifecycle or Merch priority"
Assortment confirmation list with names 260618_1.xlsx,12mm,15,F15,"Crystal - White Macaubas - Color adjust to white background, grey or grey/beige veins?",Bianco Stratura Block 18,Polished,Polished,12,x,Bookmatch 2 faces,"assortment option; not SKU, stock, lifecycle or Merch priority"
Assortment confirmation list with names 260618_1.xlsx,12mm,15,H15,"Crystal - White Macaubas - Color adjust to white background, grey or grey/beige veins?",Bianco Stratura Block 18,Honed,Honed,12,x,Bookmatch 2 faces,"assortment option; not SKU, stock, lifecycle or Merch priority"
Assortment confirmation list with names 260618_1.xlsx,12mm,15,J15,"Crystal - White Macaubas - Color adjust to white background, grey or grey/beige veins?",Bianco Stratura Block 18,Satin,Satin,12,x,Bookmatch 2 faces,"assortment option; not SKU, stock, lifecycle or Merch priority"
Assortment confirmation list with names 260618_1.xlsx,12mm,16,F16,Calacatta Nero Borghini GRA-0001 GRA-0001-2,Colorado Lincoln Block 81,Polished,Polished,12,x,Bookmatch 2 faces,"assortment option; not SKU, stock, lifecycle or Merch priority"
Assortment confirmation list with names 260618_1.xlsx,12mm,16,H16,Calacatta Nero Borghini GRA-0001 GRA-0001-2,Colorado Lincoln Block 81,Honed,Honed,12,x,Bookmatch 2 faces,"assortment option; not SKU, stock, lifecycle or Merch priority"
Assortment confirmation list with names 260618_1.xlsx,12mm,16,J16,Calacatta Nero Borghini GRA-0001 GRA-0001-2,Colorado Lincoln Block 81,Satin,Satin,12,x,Bookmatch 2 faces,"assortment option; not SKU, stock, lifecycle or Merch priority"
Assortment confirmation list with names 260618_1.xlsx,12mm,17,F17,Fusion White,Fusion White Block 27,Polished,Polished,12,x,Bookmatch 2 faces,"assortment option; not SKU, stock, lifecycle or Merch priority"
Assortment confirmation list with names 260618_1.xlsx,12mm,17,H17,Fusion White,Fusion White Block 27,Honed,Honed,12,x,Bookmatch 2 faces,"assortment option; not SKU, stock, lifecycle or Merch priority"
Assortment confirmation list with names 260618_1.xlsx,12mm,18,F18,Gemma Bronze,Gemma Bronze Block 45,Polished,Polished,12,x,Bookmatch 2 faces,"assortment option; not SKU, stock, lifecycle or Merch priority"
Assortment confirmation list with names 260618_1.xlsx,12mm,18,H18,Gemma Bronze,Gemma Bronze Block 45,Honed,Honed,12,x,Bookmatch 2 faces,"assortment option; not SKU, stock, lifecycle or Merch priority"
Assortment confirmation list with names 260618_1.xlsx,12mm,19,F19,Calacatta Picasso,Calacatta Picasso Block 32,Polished,Polished,12,x,Bookmatch 2 faces,"assortment option; not SKU, stock, lifecycle or Merch priority"
Assortment confirmation list with names 260618_1.xlsx,12mm,19,H19,Calacatta Picasso,Calacatta Picasso Block 32,Honed,Honed,12,x,Bookmatch 2 faces,"assortment option; not SKU, stock, lifecycle or Merch priority"
Assortment confirmation list with names 260618_1.xlsx,12mm,20,F20,Calacatta Viola,Calacatta Viola Block 41,Polished,Polished,12,x,Bookmatch 2 faces,"assortment option; not SKU, stock, lifecycle or Merch priority"
Assortment confirmation list with names 260618_1.xlsx,12mm,20,H20,Calacatta Viola,Calacatta Viola Block 41,Honed,Honed,12,x,Bookmatch 2 faces,"assortment option; not SKU, stock, lifecycle or Merch priority"
Assortment confirmation list with names 260618_1.xlsx,12mm,21,F21,Calacatta Borghini,Calacatta Borghini Block 48,Polished,Polished,12,x,Bookmatch 2 faces,"assortment option; not SKU, stock, lifecycle or Merch priority"
Assortment confirmation list with names 260618_1.xlsx,12mm,21,H21,Calacatta Borghini,Calacatta Borghini Block 48,Honed,Honed,12,x,Bookmatch 2 faces,"assortment option; not SKU, stock, lifecycle or Merch priority"
Assortment confirmation list with names 260618_1.xlsx,12mm,21,J21,Calacatta Borghini,Calacatta Borghini Block 48,Satin,Satin,12,x,Bookmatch 2 faces,"assortment option; not SKU, stock, lifecycle or Merch priority"
Assortment confirmation list with names 260618_1.xlsx,12mm,23,F23,Cristallo,Cristallo Block 13,Polished,Polished,12,x,Bookmatch 2 faces,"assortment option; not SKU, stock, lifecycle or Merch priority"
Assortment confirmation list with names 260618_1.xlsx,12mm,23,H23,Cristallo,Cristallo Block 13,Honed,Honed,12,x,Bookmatch 2 faces,"assortment option; not SKU, stock, lifecycle or Merch priority"
Assortment confirmation list with names 260618_1.xlsx,12mm,23,J23,Cristallo,Cristallo Block 13,Satin,Satin,12,x,Bookmatch 2 faces,"assortment option; not SKU, stock, lifecycle or Merch priority"
Assortment confirmation list with names 260618_1.xlsx,12mm,24,F24,Taj Mahal,Taj Mahal Block 36,Polished,Polished,12,x,Bookmatch 2 faces,"assortment option; not SKU, stock, lifecycle or Merch priority"
Assortment confirmation list with names 260618_1.xlsx,12mm,24,H24,Taj Mahal,Taj Mahal Block 36,Honed,Honed,12,x,Bookmatch 2 faces,"assortment option; not SKU, stock, lifecycle or Merch priority"
Assortment confirmation list with names 260618_1.xlsx,12mm,24,J24,Taj Mahal,Taj Mahal Block 36,Satin,Satin,12,x,Bookmatch 2 faces,"assortment option; not SKU, stock, lifecycle or Merch priority"
Assortment confirmation list with names 260618_1.xlsx,12mm,25,F25,Atlantic Ocean,Atlantic Ocean Block 24,Polished,Polished,12,x,Bookmatch 2 faces,"assortment option; not SKU, stock, lifecycle or Merch priority"
Assortment confirmation list with names 260618_1.xlsx,12mm,25,H25,Atlantic Ocean,Atlantic Ocean Block 24,Honed,Honed,12,x,Bookmatch 2 faces,"assortment option; not SKU, stock, lifecycle or Merch priority"
Assortment confirmation list with names 260618_1.xlsx,12mm,25,J25,Atlantic Ocean,Atlantic Ocean Block 24,Satin,Satin,12,x,Bookmatch 2 faces,"assortment option; not SKU, stock, lifecycle or Merch priority"
Assortment confirmation list with names 260618_1.xlsx,12mm,26,F26,Marina White,Marina White Block 46,Polished,Polished,12,x,Bookmatch 2 faces,"assortment option; not SKU, stock, lifecycle or Merch priority"
Assortment confirmation list with names 260618_1.xlsx,12mm,26,H26,Marina White,Marina White Block 46,Honed,Honed,12,x,Bookmatch 2 faces,"assortment option; not SKU, stock, lifecycle or Merch priority"
Assortment confirmation list with names 260618_1.xlsx,12mm,27,F27,Super White,Super White Block 28,Polished,Polished,12,x,Bookmatch 2 faces,"assortment option; not SKU, stock, lifecycle or Merch priority"
Assortment confirmation list with names 260618_1.xlsx,12mm,27,H27,Super White,Super White Block 28,Honed,Honed,12,x,Bookmatch 2 faces,"assortment option; not SKU, stock, lifecycle or Merch priority"
Assortment confirmation list with names 260618_1.xlsx,12mm,28,H28,Grigio Quarzo,Grigio Quarzo Block 21,Honed,Honed,12,x,Bookmatch 2 faces,"assortment option; not SKU, stock, lifecycle or Merch priority"
Assortment confirmation list with names 260618_1.xlsx,12mm,30,F30,Crystal - French Vanilla,French Vanilla Block 35,Polished,Polished,12,x,Bookmatch 2 faces,"assortment option; not SKU, stock, lifecycle or Merch priority"
Assortment confirmation list with names 260618_1.xlsx,12mm,30,H30,Crystal - French Vanilla,French Vanilla Block 35,Honed,Honed,12,x,Bookmatch 2 faces,"assortment option; not SKU, stock, lifecycle or Merch priority"
Assortment confirmation list with names 260618_1.xlsx,12mm,30,J30,Crystal - French Vanilla,French Vanilla Block 35,Satin,Satin,12,x,Bookmatch 2 faces,"assortment option; not SKU, stock, lifecycle or Merch priority"
Assortment confirmation list with names 260618_1.xlsx,12mm,31,F31,Pietra Imperiale (grey version),Forge Eleganza Block 20,Polished,Polished,12,x,Bookmatch 2 faces,"assortment option; not SKU, stock, lifecycle or Merch priority"
Assortment confirmation list with names 260618_1.xlsx,12mm,31,H31,Pietra Imperiale (grey version),Forge Eleganza Block 20,Honed,Honed,12,x,Bookmatch 2 faces,"assortment option; not SKU, stock, lifecycle or Merch priority"
Assortment confirmation list with names 260618_1.xlsx,12mm,31,J31,Pietra Imperiale (grey version),Forge Eleganza Block 20,Satin,Satin,12,x,Bookmatch 2 faces,"assortment option; not SKU, stock, lifecycle or Merch priority"
Assortment confirmation list with names 260618_1.xlsx,12mm,32,F32,Montagnia Jade,Montagna Jade Block 14,Polished,Polished,12,x,Bookmatch 2 faces,"assortment option; not SKU, stock, lifecycle or Merch priority"
Assortment confirmation list with names 260618_1.xlsx,12mm,32,H32,Montagnia Jade,Montagna Jade Block 14,Honed,Honed,12,x,Bookmatch 2 faces,"assortment option; not SKU, stock, lifecycle or Merch priority"
Assortment confirmation list with names 260618_1.xlsx,12mm,33,F33,Verdi Alpi,Verdi Alpi Block 57,Polished,Polished,12,x,Bookmatch 2 faces,"assortment option; not SKU, stock, lifecycle or Merch priority"
Assortment confirmation list with names 260618_1.xlsx,12mm,33,H33,Verdi Alpi,Verdi Alpi Block 57,Honed,Honed,12,x,Bookmatch 2 faces,"assortment option; not SKU, stock, lifecycle or Merch priority"
Assortment confirmation list with names 260618_1.xlsx,12mm,34,F34,Elazıg Cherry,Tuscano Burgundy,Polished,Polished,12,x,Bookmatch 2 faces,"assortment option; not SKU, stock, lifecycle or Merch priority"
Assortment confirmation list with names 260618_1.xlsx,12mm,35,F35,Foresta Vecchia,Macchia Vecchia Block 42,Polished,Polished,12,x,Bookmatch 2 faces,"assortment option; not SKU, stock, lifecycle or Merch priority"
Assortment confirmation list with names 260618_1.xlsx,12mm,35,H35,Foresta Vecchia,Macchia Vecchia Block 42,Honed,Honed,12,x,Bookmatch 2 faces,"assortment option; not SKU, stock, lifecycle or Merch priority"
Assortment confirmation list with names 260618_1.xlsx,12mm,36,F36,Foresta,Foresta Block 56,Polished,Polished,12,x,Bookmatch 2 faces,"assortment option; not SKU, stock, lifecycle or Merch priority"
Assortment confirmation list with names 260618_1.xlsx,12mm,36,H36,Foresta,Foresta Block 56,Honed,Honed,12,x,Bookmatch 2 faces,"assortment option; not SKU, stock, lifecycle or Merch priority"
